Username,Date,Text,Geo,Hashtags,,,,
 +1stAmend_Rights,1/31/17 18:27,"In your own words, the Supreme Court will be just fine with only 8 justices. Maybe better. #WomensMarch , 2018 tsunami","Florida, USA",#WomensMarch,,,,
 +PeoplevsDonald,1/31/17 18:26,Stay In The Streets. No Trump & Pence In Office. @RefuseFascism @workersworld #Resist #ResistTrump #WomensMarch #NoBanNoWall #NoFascistUSA https:// twitter.com/NYWFP/status/8 26570217539170305 â€_,United States,#Resist #ResistTrump #WomensMarch #NoBanNoWall #NoFascistUSA,,,,
 +TaraLawlor2,1/31/17 18:25,I'm sure the #WomensMarch is organizing as we speak for the Protest outside his offices.,"New Jersey, USA",#WomensMarch,,,,
 +iam_RobbieSingh,1/31/17 18:25,"Mr @BowieZMusic 1 #sharia enforcement isnt extremist"" islam its islam. 2 @lsarsour (sharia promoter) ""co leader of #womensmarch @RitaPanahi""",Sydney,#sharia #womensmarch,,,,
 +celiadarrough,1/31/17 18:25,It's been 10 days since the #WomensMarch â€” here's why @chischisschissy is still conflicted. https://www. bustle.com/p/why-i-will-a lways-be-conflicted-about-the-womens-march-on-washington-34476 â€_,"New York, NY",#WomensMarch,,,,
 +Dgarza888,1/31/17 18:24,Trumpâ€™s dance with the devil: Did the White House mean to wink at Holocaust deniers? #Resist #Trump #WomensMarch http:// ow.ly/9LRI308yet9,"Los Angeles, CA",#Resist #Trump #WomensMarch,,,,
 +carolmorgancox,1/31/17 18:24,Inspiring post by @MiaScharphie : After the #WomensMarch : What I'm Committing to Politically https:// miascharphie.com/2017/01/30/aft er-the-womens-march-what-im-committing-to-politically/ â€_,"Orlando, FL",#WomensMarch,,,,
 +BebhinnSS,1/31/17 18:24,Solidarity #NoBanNoWall #WomensMarch https://www. instagram.com/p/BP8nNkgAalck vwy-ZfY31rHMgTWa3sPM0Y54Og0/ â€_,,#NoBanNoWall #WomensMarch,,,,
 +ST_ProgrssveAct,1/31/17 18:23,Trump during the #WomensMarch #resisttrumptuesday #resist #StopPresidentBannon #BlackOutTrump pic.twitter.com/qFoXrBBGsk,United States,#WomensMarch #resisttrumptuesday #resist #StopPresidentBannon #BlackOutTrump,,,,
 +995mu,1/31/17 18:22,Where is #WomensMarch & #Hollywood ? These #women need defense. https:// twitter.com/BreitbartNews/ status/826570993577627648 â€_,,#WomensMarch #Hollywood #women,,,,
 +OccDemParody,1/31/17 18:22,What #womenaresaying about #WOMENSMARCH . #prodeathmarch #MERKELPLAN #PROSHARIA #feminism #REGRESSIVELEFT #LIBTWITS #COGNITIVEDISSONANCE . pic.twitter.com/Ag9GQayoPH,"California, USA",#womenaresaying #WOMENSMARCH #prodeathmarch #MERKELPLAN #PROSHARIA #feminism #REGRESSIVELEFT #LIBTWITS #COGNITIVEDISSONANCE,,,,
 +CregBerger,1/31/17 18:21,"@SenFranken Yep,got my Congression Reps on Speed-Dial! #womensmarch #Resist #NotMyPresident #RESISTANCE #StopTrump #Impeach #TheResistance https:// twitter.com/SenFranken/sta tus/826564188709470208 â€_","Michigan, USA",#womensmarch #Resist #NotMyPresident #RESISTANCE #StopTrump #Impeach #TheResistance,,,,
 +RNforHillary,1/31/17 18:21,We can get to Austin or Dallas or Huston tomorrow - join us?!! #THERESISTANCE #WomensMarch #Indivisible https:// twitter.com/rnforhillary/s tatus/826570252725133313 â€_,,#THERESISTANCE #WomensMarch #Indivisible,,,,
 +BklynBornLatina,1/31/17 18:20,Ditto. #theResistance #StopPresidentBannon #MuslimBan #WomensMarch https:// twitter.com/savannah_lb/st atus/826239487088865280 â€_,,#theResistance #StopPresidentBannon #MuslimBan #WomensMarch,,,,
 +TheQuietBusker,1/31/17 18:20,Another photo from the #womensmarchlondon #WomensMarch pic.twitter.com/F0sJYnL4hd,,#womensmarchlondon #WomensMarch,,,,
 +THRblog,1/31/17 18:20,#GenderPolitics - it isn't that hard! #womensmarch #nobannowall https:// thehungryrabbitblog.wordpress.com/2017/01/31/gen derpolitics-it-isnt-that-hard/ â€_ via @THRblog,Planet Earth,#GenderPolitics #womensmarch #nobannowall,,,,
 +TravelingUS,1/31/17 18:20,RT AWESOME!!! @TrumpDC IS GETTING A UNION! MAYBE WE SHOULD GO HELP THEM PROTEST! #MuslimBan #WomensMarch #TheResistance @ACLU @SEIU https:// twitter.com/unitehere/stat us/826545937904500738 â€_,United States,#MuslimBan #WomensMarch #TheResistance,,,,
 +PABossBabe,1/31/17 18:19,@chrislhayes I hope the jammed phone lines of Senators today means something. Cannot get calls through. #Indivisible #WomensMarch https:// twitter.com/chrislhayes/st atus/826563868872867842 â€_,,#Indivisible #WomensMarch,,,,
 +CassiopeiaKnits,1/31/17 18:18,Why the #WomensMarch may be the start of a serious social movement http:// wpo.st/MCGY2 #resist #activism,Oxford & Berlin,#WomensMarch #resist #activism,,,,
 +SuperDreadIlk,1/31/17 18:18,Is #Womensmarch really still trending Twitter? I doubt it. Go make me a samich if you're on this!,,#Womensmarch,,,,
 +travelgeek770,1/31/17 18:18,"Get your facts straight @Raul_Labrador ! It wasn't dems that organized a peaceful protest the day after inauguration, it was #WomensMarch !!",United States,#WomensMarch,,,,
 +RNforHillary,1/31/17 18:17,"Courthouses, capitals REP offices! I down- let's get this going! #RESISTANCE #Indivisible #WomensMarch https:// twitter.com/katheleenmitro /status/826569753854672896 â€_",,#RESISTANCE #Indivisible #WomensMarch,,,,
 +NicNocNikki,1/31/17 18:17,Vote no on DeVos! @SenatorCollins @SenatorBurr @SenatorTimScott @lisamurkowski #StopDeVos #resist #WomensMarchOnWashington #womensmarch,,#StopDeVos #resist #WomensMarchOnWashington #womensmarch,,,,
 +shaw_lj,1/31/17 18:17,tell the truth! The women that started the #WomensMarch was not involved in March at airports! Get your facts straight!,"Cheval, FL",#WomensMarch,,,,
 +ladychantler,1/31/17 18:17,#womensmarch circa 2002 https:// twitter.com/emilvdeschanel /status/822865317558763520 â€_,London Town,#womensmarch,,,,
 +LiviDeeHistory,1/31/17 18:17,Were you at the #WomensMarch too? I was and so were amazing women. #feminist https:// twitter.com/feministfp/sta tus/824409028960849921 â€_,"London, England",#WomensMarch #feminist,,,,
 +JackieMJensen,1/31/17 18:17,"Woman sent me article about secret #WomensMarch DC funders"" after I was there. Real thought out there - that it's a PLOY. Nuts.""",Location Independent,#WomensMarch,,,,
 +1stAmend_Rights,1/31/17 18:16,"Dems r going to harrass you until u resign or r impeached little man. Dems r listening to constituents. #WomensMarch , 2018","Florida, USA",#WomensMarch,,,,
 +CatherineRamos1,1/31/17 18:15,#muslim #muslimban #alternativefacts #dumptrump #impeachtrump #womensmarch #refugeeswelcome â€_ https://www. instagram.com/p/BP8mOp8gAop/,"Rutherford, NJ",#muslim #muslimban #alternativefacts #dumptrump #impeachtrump #womensmarch #refugeeswelcome,,,,
 +MicheleJelley,1/31/17 18:15,"Right on, Ms. Monae! #WomensMarch #FemaleEntrepreneur #freshstart #JanelleMonae #education #WomenWhoHaveInspiredMe https:// twitter.com/TrayneshaCole/ status/823603015919828992 â€_",Earth (what's left of it),#WomensMarch #FemaleEntrepreneur #freshstart #JanelleMonae #education #WomenWhoHaveInspiredMe,,,,
 +Elamanor,1/31/17 18:15,Want to hear stories about some amazing #WomeninScience ? This week's @FuzzyLogicSci is for you! https:// fuzzylogicon2xx.podbean.com/e/women-who-ch anged-science/ â€_ #womensmarch,"RSC, ANU, Canberra, Australia",#WomeninScience #womensmarch,,,,
 +CaronBlueMoon,1/31/17 18:15,#harleydavidson CANCELS Thursday meeting with @realDonaldTrump because of protestors! #Resist #WomensMarch http:// snpy.tv/2kOR3ML,,#harleydavidson #Resist #WomensMarch,,,,
 +bechang8,1/31/17 18:15,"Belated, but great @marthabayne story here on how NYT misrepresented this small Mich. town during #womensmarch http:// beltmag.com/southwest-mich igan-many-arent-shrugging-off-march/ â€_",Chicago,#womensmarch,,,,
 +LauraSchwemm,1/31/17 18:14,"@Raul_Labrador just claimed Dems planned the #WomensMarch . I'm a proud #Democrat but come on, Rep. Labrador, women organized the march!",,#WomensMarch #Democrat,,,,
 +O_DonoghuesGirl,1/31/17 18:14,Day 16: Proud to be a woman and proud to have you as a role model #101smiles #feminism #WomensMarch @jenmorrisonlive pic.twitter.com/wPmZN97gg2,Capatin Swan House,#101smiles #feminism #WomensMarch,,,,
 +CassRMorris,1/31/17 18:14,"Claimed that Democratic groups"" had organized #WomensMarch & airport protests. No. Wrong. But @wolfblitzer just let it slide. Shameful.""","Roanoke, VA",#WomensMarch,,,,
 +LePhil0s0phe,1/31/17 18:14,"mexicanfed : #womensmarchonwashington #closethewagegap #womensmarch #humanrights @New York, New York https://www. instagram.com/p/BPjjMgtByX1/",,#womensmarchonwashington #closethewagegap #womensmarch #humanrights,,,,
 +KDavisGayFriend,1/31/17 18:14,Newpaper owned by @rupertmurdoch Orders reporters to support Trump's line. http://www. huffingtonpost.com/entry/wall-str eet-journal-editor-muslim-ban_us_5890c091e4b0c90eff005761?uhzx1w53lrkvs4i& â€_ #WomensMarch #Democrats,"Morehead, KY",#WomensMarch #Democrats,,,,
 +Katiem616,1/31/17 18:14,Hey @Raul_Labrador The #WomensMarch was not organized by @TheDemocrats it was by the The American Public. You lied on @CNN,"Iowa, USA",#WomensMarch,,,,
 +CaronBlueMoon,1/31/17 18:13,#harleydavidson CANCELS Thursday meeting in Milwaukee with @realDonaldTrump because of fear of protesters!!! #Resist #WomensMarch #MuslimBan,,#harleydavidson #Resist #WomensMarch #MuslimBan,,,,
 +HeintjeC123,1/31/17 18:13,"Was a huge @uber customr, business&personal. Now no more.Bye 2 U. Readers of this shld do D same. #lovewins #WomensMarch #resist #Refugees",The planet,#lovewins #WomensMarch #resist #Refugees,,,,
 +mexicanfed,1/31/17 18:13,"#womensmarchonwashington #closethewagegap #womensmarch #humanrights @New York, New York https://www. instagram.com/p/BPjjMgtByX1/",Brooklyn,#womensmarchonwashington #closethewagegap #womensmarch #humanrights,,,,
 +ParkChurch,1/31/17 18:12,"#WomensMarch #MarchforLife #RefugeeCrisis every issue is a gospel issue before it's anything else"" @JasonHelveston https://www. youtube.com/watch?v=zoxz0K yvpcs â€_""","Chicago, IL",#WomensMarch #MarchforLife #RefugeeCrisis,,,,
 +GeminijlwWilson,1/31/17 18:12,Now is the time to start standing up against all govts that work for the 1%. #ourrevolution #womensMarch,"Harrisburg, Pa",#ourrevolution #womensMarch,,,,
 +bluheron,1/31/17 18:12,For those that need a gentle reminder of the critical uplifting force that feminism is. #womensmarch @womensmarch @UtahWomenUnite pic.twitter.com/DPoivNOmIX,"Utah, USA",#womensmarch,,,,
 +RNforHillary,1/31/17 18:12,WHEN! #RESISTANCE #WomensMarch #Indivisible https:// twitter.com/davidyankovich /status/826560001670053888 â€_,,#RESISTANCE #WomensMarch #Indivisible,,,,
 +jauregui20L75H3,1/31/17 18:12,@womensmarch #WomensMarch #WhyWeMarch #whyIMarch #NoDAPL #NoKXL #WaterIsLife #MniWiconi #LoveTrumpsHate #DonaldTrump #NotMyPresident https:// twitter.com/LaurenJauregui /status/826559982179016705 â€_,The World,#WomensMarch #WhyWeMarch #whyIMarch #NoDAPL #NoKXL #WaterIsLife #MniWiconi #LoveTrumpsHate #DonaldTrump #NotMyPresident,,,,
 +GeminijlwWilson,1/31/17 18:11,When there is a protest we all need to be there. #ourrevolution #WomensMarch,"Harrisburg, Pa",#ourrevolution #WomensMarch,,,,
 +GuntherRandall,1/31/17 18:10,The @realDonaldTrump is running the country like a bad reality TV show by choosing #SCOTUS on Prime Time. #StealingSCOTUS #WomensMarch #DNC,,#SCOTUS #StealingSCOTUS #WomensMarch #DNC,,,,
 +Sifiya_Fiya,1/31/17 18:10,#ImpeachTrump #NoBanNoWall #United #WeWillWin #WomensMarch #2up2down pic.twitter.com/w8KEJ4d4AB,,#ImpeachTrump #NoBanNoWall #United #WeWillWin #WomensMarch #2up2down,,,,
 +1stAmend_Rights,1/31/17 18:10,#WomensMarch https:// twitter.com/mattmfm/status /826216559270039552 â€_,"Florida, USA",#WomensMarch,,,,
 +SherrieCahn63,1/31/17 18:10,HA! HA! HA! Delusional dude. Not jealous of an illiterate porn star plagiarist married to lunatic pig. #WomensMarch,,#WomensMarch,,,,
 +CherylShuman,1/31/17 18:10,Proud to support this @TIME cover. Never underestimate the power of #women and their allies. #WomensMarch #TheResistance @CherylShuman pic.twitter.com/bV4VsDDlHk,"Beverly Hills, California",#women #WomensMarch #TheResistance,,,,
 +LesleyEE,1/31/17 18:09,We stand as one with many. We are many voices as one. #WomensMarch #notallheroeswearcapes https:// twitter.com/getoffyourknee s/status/823044705604739072 â€_,Texas,#WomensMarch #notallheroeswearcapes,,,,
 +patch1774,1/31/17 18:09,Custom Canadian Pu$$y Hats Show support Canadian style! DM for details if you're interested in ordering #WomensMarch #TheResistance pic.twitter.com/itO6so4LjN,"Regina, SK",#WomensMarch #TheResistance,,,,
 +monkeywhalelady,1/31/17 18:08,Week 153 photo for @triad_city_beat is from the very awesome #womensmarch in #greensboro . Iâ€_ https://www. instagram.com/p/BP8lUqODkYr/,"Greensboro, NC",#womensmarch #greensboro,,,,
 +FaShai2630,1/31/17 18:07,"@realDonaldTrump your crowd size was so small the #WomensMarch doubled your attendance not mentioning the whole world, lost pop vote by 3mil",#NeverTrump #SaveDACA #AMJoy,#WomensMarch,,,,
 +wilderoosje,1/31/17 18:06,This is sooo funny. #WomensMarch https:// twitter.com/lawyerrogelio/ status/826542733179420675 â€_,Aruba,#WomensMarch,,,,
 +_ayiiia,1/31/17 18:06,We are all immigrants. Feel free to repost & spread the love. #womensmarch #art #graphicdesign â€_ https://www. instagram.com/p/BP8lIhWFIyj/,Los Angeles. California.,#womensmarch #art #graphicdesign,,,,
 +RNforHillary,1/31/17 18:06,Fuck that! Let's March! #RESISTANCE #WomensMarch #Indivisible https:// twitter.com/houstonandy/st atus/826565435910975489 â€_,,#RESISTANCE #WomensMarch #Indivisible,,,,
 +o0newayticket,1/31/17 18:06,We made history at #womensmarch . Now itâ€™s time to make our voices heard. First up: send a postcard to your Senators https://www. womensmarch.com/100?source=twi tter& â€_,,#womensmarch,,,,
 +BoyooAl,1/31/17 18:05,#womensmarch #immigrationban so sick of all of you if all those against obama acted the way u have you'd been outraged! Stop,,#womensmarch #immigrationban,,,,
 +akateach1,1/31/17 18:05,@SenDonnelly what'syour rationale 4 voting @ElaineChao ? #WomensMarch #Indivisible when @TheDemocrats leader didn't?From a voter n Indiana,,#WomensMarch #Indivisible,,,,
 +RNforHillary,1/31/17 18:04,"Um, I'm sorry- separation of government?! Checks and balance!! WTF!! #RESISTANCE #WomensMarch #Indivisible https:// twitter.com/lorax58/status /826510035052269568 â€_",,#RESISTANCE #WomensMarch #Indivisible,,,,
 +youwildman,1/31/17 18:04,REASON4 BAN is in SANTIAGO STORY! #WomensMarch #SCOTUS #DEVOS #NoBan #Resist #Sanders #ACA #DemExit #UniteBlue #Warren2020 #MuslimBan #HRW pic.twitter.com/UUofW7XKcf,Hell-on-earth but hoping to move up.,#WomensMarch #SCOTUS #DEVOS #NoBan #Resist #Sanders #ACA #DemExit #UniteBlue #Warren2020 #MuslimBan #HRW,,,,
 +PABossBabe,1/31/17 18:04,Thank you @jaketapper for calling out #alternativefacts #resist #WomensMarch https:// twitter.com/thehill/status /826562746510692352 â€_,,#alternativefacts #resist #WomensMarch,,,,
 +MoviesRWin,1/31/17 18:04,#AlternateJobsForClowns : #WomensMarch #protester,All Up In Your Safe-Space,#AlternateJobsForClowns #WomensMarch #protester,,,,
 +FemMajority,1/31/17 18:04,Want to be part of the movement? Here are 5 simple things you can do to stay involved after #WomensMarch : http:// bit.ly/2jSIK0V @aijenpoo,"Washington, DC",#WomensMarch,,,,
 +idawhannadoyou,1/31/17 18:02,#WomensMarch https:// twitter.com/JohnFromCranbe r/status/826049747538558976 â€_,,#WomensMarch,,,,
 +zansari8,1/31/17 18:02,#WomensMarch inspired us to plan NY Peoples March for Education Justice https://www. facebook.com/events/8567523 57801161/?notif_t=plan_user_invited&notif_id=1485894729536661 â€_ Our public schls are owed $4.3B! #FundCFE pic.twitter.com/nhWDAwGc0e,NYC,#WomensMarch #FundCFE,,,,
 +ChiNeighbors,1/31/17 18:02,#WomensMarch : Demonstrators At Women's March On Chicago1 picture http:// ow.ly/X34k5098ufV,Chicago,#WomensMarch,,,,
 +PABossBabe,1/31/17 18:01,Thank you @SenWarren ! #WomensMarch #Indivisible @womensmarch @IndivisibleTeam https:// twitter.com/senwarren/stat us/826563686286376960 â€_,,#WomensMarch #Indivisible,,,,
 +Ohcawsey,1/31/17 18:01,#WomensMarch is BULLSHIT. To really show you care about women go where they are really oppressed like Saudi Arabia. Until then shut up.,,#WomensMarch,,,,
 +suitablegirl,1/31/17 18:01,"Thank you for this. For all its flaws, the #WomensMarch was still electrifying, and everyone I met wanted to keep fighting for what is just. https:// twitter.com/khaledbeydoun/ status/826309498394570752 â€_","Venice, Los Angeles",#WomensMarch,,,,
 +RNforHillary,1/31/17 18:01,"Hurry, snap that- they'll be burning tomorrow !IMPEACH or CIVIL WAR! #RESISTANCE #WomensMarch https:// twitter.com/omnivorebooks/ status/825454348066959360 â€_",,#RESISTANCE #WomensMarch,,,,
 +TrishCausey,1/31/17 18:00,"My speech from the #WomensMarch in Gulfport, MS. https:// youtu.be/hvzBUZneUhA #resist #fem2 #feminism #RESISTANCE #Mississippi",FORMERLY _Ÿ’‹ @AnArousedWoman _Ÿ‘‡,#WomensMarch #resist #fem2 #feminism #RESISTANCE #Mississippi,,,,
 +JohannaWhite,1/31/17 18:00,"@JusticeGorsuch @JusticeHardiman whoever gets it, both are puppets of #Trump #SCOTUS identical websites... Protect #RoeVWade #WomensMarch",,#Trump #SCOTUS #RoeVWade #WomensMarch,,,,
 +dempseyrice,1/31/17 17:58,This New Yorker cover is fierce! thenewyorker #rosietheriviter #pussyhatproject #pussyhat #womensmarch #resist #day12 #1460days #newyorker pic.twitter.com/iKbdSYhEsc,"Brooklyn, NY, USA",#rosietheriviter #pussyhatproject #pussyhat #womensmarch #resist #day12 #1460days #newyorker,,,,
 +segmentis,1/31/17 17:58,"@SenateDems , @JudiciaryDems : I object. #Filibuster #BlockGorsuch #SCOTUS #HobbyLobby #WomensMarch #ReproRights #Resist https:// twitter.com/khaledbeydoun/ status/826560501840764929 â€_",New Mexico,#Filibuster #BlockGorsuch #SCOTUS #HobbyLobby #WomensMarch #ReproRights #Resist,,,,
 +youwildman,1/31/17 17:58,"Nat Prayer Breakfast=Coe Family's Butcher of Congo killed 6 million! Need 10,000+ #WomensMarch #SCOTUS #DEVOS #NoBan #Resist #Sanders #ACA pic.twitter.com/HTuyLD7Enq",Hell-on-earth but hoping to move up.,#WomensMarch #SCOTUS #DEVOS #NoBan #Resist #Sanders #ACA,,,,
 +SammysTwitch,1/31/17 17:57,. @CommonSense39 The Dr of Common Sense! #WomensMarch https:// twitter.com/SammysTwitch/s tatus/826563156667400192 â€_,Californian turned TEXAN!,#WomensMarch,,,,
 +AmyBiancolli,1/31/17 17:57,Realizing I'd sent out the wrong link (d'oh) on my #WomensMarch blog post at http:// figuringshitout.net . Here it is: http:// bit.ly/2iRSKJ2,"Albany, NY",#WomensMarch,,,,
